iter	Passed	Remaining
304	417186	266725
305	418324	265212
306	419433	263682
307	420651	262224
308	421826	260740
309	423099	259319
310	424318	257865
311	425582	256440
312	426673	254913
313	427845	253437
314	429007	251956
315	430080	250426
316	431375	249027
317	432542	247555
318	433767	246118
319	435118	244754
320	436356	243326
321	437719	241969
322	439019	240577
323	440341	239198
324	441641	237806
325	442912	236400
326	444063	234932
327	445301	233511
328	446476	232059
329	447711	230639
330	448863	229178
331	450043	227732
332	450423	225887
333	450755	224028
334	451127	222196
335	451494	220372
336	451866	218558
337	452247	216757
338	452597	214950
339	452928	213142
340	453299	211362
341	453680	209595
342	454080	207844
343	454419	206073
344	454778	204320
345	455120	202567
346	455451	200818
347	455793	199082
348	456119	197346
349	456484	195636
350	456814	193918
351	457134	192204
352	457485	190510
353	459817	189642
354	460997	188294
355	462429	187050
356	463620	185707
357	465005	184443
358	466634	183274
359	468103	182040
360	469410	180742
361	470535	179375
362	471818	178069
363	472999	176725
364	474194	175387
365	475451	174072
366	476639	172732
367	478040	171471
368	479272	170148
369	480329	168764
370	481460	167408
371	482747	166106
372	484341	164909
373	485415	163535
374	486609	162203
375	488215	161007
376	489633	159747
377	490798	158405
378	492103	157109
379	493371	155801
380	494455	154436
381	495497	153059
382	496534	151682
383	497528	150295
384	498696	148961
385	499869	147629
386	501144	146329
387	502474	145044
388	503624	143707
389	504801	142379
390	505932	141040
391	507315	139770
392	508742	138512
393	510021	137213
394	511213	135892
395	512478	134590
396	513747	133289
397	514923	131965
398	516729	130801
399	518540	129635
400	520185	128424
401	521392	127105
402	522697	125810
403	523907	124492
404	525072	123165
405	526235	121837
406	527419	120515
407	528739	119225
408	529969	117915
409	531107	116584
410	532500	115310
411	533640	113981
412	534953	112689
413	536191	111382
414	538407	110276
415	539861	109010
416	541242	107729
417	542459	106415
418	543662	105099
419	544801	103771
420	546125	102479
421	547517	101199
422	549412	100011
423	550629	98697
424	551822	97380
425	553012	96063
426	554149	94737
427	555288	93413
428	556677	92130
429	557943	90828
430	559012	89493
431	560223	88183
432	561594	86898
433	562834	85592
434	564025	84279
435	565186	82963
436	566306	81641
437	567560	80339
438	568789	79034
439	570170	77750
440	571591	76471
441	572805	75164
442	574084	73866
443	575290	72559
444	576526	71256
445	579036	70107
446	580667	68848
447	582142	67570
448	583505	66277
449	584959	64995
450	586156	63684
451	587481	62387
452	588655	61074
453	590092	59789
454	591248	58475
455	591910	57114
456	592290	55729
457	592680	54350
458	593013	52970
459	593363	51596
460	593700	50226
461	594073	48863
462	594409	47501
463	594801	46148
464	595148	44796
465	595486	43447
466	595824	42103
467	596154	40762
468	596513	39428
469	596830	38095
470	597175	36768
471	597529	35446
472	597866	34127
473	598210	32813
474	598370	31493
475	598719	30187
476	599075	28886
477	599421	27588
478	599743	26293
479	600086	25003
480	600407	23716
481	600727	22433
482	601123	21157
483	601494	19884
484	601893	18615
485	602212	17347
486	602567	16084
487	602938	14826
488	603309	13571
489	603682	12320
490	604064	11072
491	604409	9827
492	604775	8587
493	605092	7349
494	605464	6115
495	605787	4885
496	606162	3658
497	606527	2435
498	606827	1216
499	607174	0
